protein_id,keywords,cluster
NC_016072.1_1116,hypothetical protein,PC_2865
NC_075368.1_42,hypothetical protein,PC_2865
NC_075034.1_1079,hypothetical protein,PC_2865
NC_036582.1_259,ankyrin repeat family protein,PC_2866
NC_024446.1_269,ankyrin repeat protein,PC_2866
NC_024447.1_256,ankyrin repeat protein,PC_2866
NC_005309.1_301,CNPV301 ankyrin repeat protein,PC_2866
NC_075368.1_895,FNIP repeat-containing protein,PC_2867
NC_075037.1_94,repeat-containing protein,PC_2867
NC_020104.1_931,FNIP repeat-containing protein,PC_2867
NC_075367.1_1059,hypothetical protein,PC_2867
NC_075039.1_1044,hypothetical protein,PC_2868
NC_075035.1_753,hypothetical protein,PC_2868
NC_023639.1_528,hypothetical protein,PC_2868
NC_075039.1_1048,hypothetical protein,PC_2868
NC_020104.1_196,hypothetical protein,PC_2869
NC_075367.1_889,hypothetical protein,PC_2869
NC_016072.1_241,hypothetical protein,PC_2869
NC_075034.1_223,hypothetical protein,PC_2869
NC_075034.1_287,collagen-like protein 2,PC_2870
NC_016072.1_303,hydrolase,PC_2870
NC_023639.1_1,collagen-like protein,PC_2870
NC_075367.1_822,collagen-like protein,PC_2870
NC_020104.1_261,hypothetical protein,PC_2871
NC_075037.1_733,hypothetical protein,PC_2871
NC_075368.1_274,hypothetical protein,PC_2871
NC_075037.1_734,hypothetical protein,PC_2871
NC_075368.1_160,PCNA-like domain,PC_2872
NC_020104.1_131,hypothetical protein,PC_2872
NC_075037.1_860,hypothetical protein,PC_2872
NC_075037.1_859,hypothetical protein,PC_2872
NC_008724.1_248,serine-threonine kinase,PC_2873
NC_044937.1_92,serine-threonine kinase,PC_2873
NC_008603.1_90,serine-threonine kinase,PC_2873
NC_008724.1_247,serine-threonine kinase,PC_2873
NC_043223.1_47,endonuclease VII,PC_2874
NC_038511.1_156,endonuclease VII,PC_2874
NC_013756.1_237,endonuclease VII,PC_2874
NC_025412.1_235,endonuclease VII,PC_2874
NC_036582.1_189,CNPV237 ankyrin repeat protein,PC_2875
NC_036582.1_190,CNPV237 ankyrin repeat protein,PC_2875
NC_005309.1_239,CNPV237 ankyrin repeat protein,PC_2875
NC_036582.1_191,CNPV237 ankyrin repeat protein,PC_2875
NC_075034.1_695,hypothetical protein,PC_2876
NC_016072.1_721,hypothetical protein,PC_2876
NC_075367.1_403,ankyrin repeat protein,PC_2876
NC_075368.1_683,hypothetical protein,PC_2876
NC_075038.1_13,mannose-specific lectin,PC_2877
NC_075039.1_14,putative lectin,PC_2877
NC_075038.1_14,putative lectin,PC_2877
NC_075039.1_15,mannose-specific lectin,PC_2877
NC_075367.1_279,hypothetical protein,PC_2878
NC_075034.1_812,hypothetical protein,PC_2878
NC_016072.1_839,hypothetical protein,PC_2878
NC_075037.1_842,hypothetical protein,PC_2878
NC_075368.1_767,hypothetical protein,PC_2879
NC_075037.1_226,hypothetical protein,PC_2879
NC_020104.1_780,hypothetical protein,PC_2879
NC_075037.1_227,hypothetical protein,PC_2879
NC_075368.1_781,ankyrin repeat protein,PC_2880
NC_075036.1_422,hypothetical protein,PC_2880
NC_075037.1_211,repeat protein,PC_2880
NC_075368.1_782,ankyrin repeat protein,PC_2880
NC_075368.1_804,ATPase,PC_2881
NC_075037.1_191,ATPase,PC_2881
NC_020104.1_822,"divergent ATPase, similar to origin recognition complex subunit 4 (eukaryotic)",PC_2881
NC_020104.1_821,hypothetical protein,PC_2881
NC_075034.1_928,hypothetical protein,PC_2882
NC_016072.1_961,hypothetical protein,PC_2882
NC_075367.1_161,hypothetical protein,PC_2882
NC_075368.1_52,DNA-directed RNA polymerase subunit 1,PC_2882
NC_075035.1_58,hypothetical protein,PC_2883
NC_075038.1_976,hypothetical protein,PC_2883
NC_023639.1_911,hypothetical protein,PC_2883
NC_014649.1_913,hypothetical protein,PC_2883
NC_075035.1_321,putative FNIP repeat-containing protein,PC_2884
NC_014649.1_327,putative FNIP repeat-containing protein,PC_2884
NC_023639.1_99,putative FNIP repeat-containing protein,PC_2884
NC_023639.1_98,putative FNIP repeat-containing protein,PC_2884
NC_036594.1_409,Thioredoxin,PC_2885
NC_075546.1_21,Thioredoxin,PC_2885
NC_021312.1_28,hypothetical protein,PC_2885
NC_077221.1_1005,Thioredoxin,PC_2885
NC_075035.1_630,hypothetical protein,PC_2886
NC_023639.1_412,hypothetical protein,PC_2886
NC_014649.1_638,hypothetical protein,PC_2886
NC_075035.1_631,hypothetical protein,PC_2886
NC_075035.1_704,hypothetical protein,PC_2887
NC_023639.1_478,hypothetical protein,PC_2887
NC_014649.1_704,hypothetical protein,PC_2887
NC_015326.1_237,putative restriction endonuclease,PC_2887
NC_075035.1_763,hypothetical protein,PC_2888
NC_023639.1_538,hypothetical protein,PC_2888
NC_014649.1_765,hypothetical protein,PC_2888
NC_075035.1_764,hypothetical protein,PC_2888
NC_075035.1_907,putative ankyrin repeat protein,PC_2889
NC_014649.1_919,putative ankyrin repeat protein,PC_2889
NC_023639.1_905,putative ankyrin repeat protein,PC_2889
NC_075035.1_908,putative ankyrin repeat protein,PC_2889
NC_075036.1_113,putative crotonase/enoyl-coenzyme A (CoA) hydratase,PC_2890
NC_077221.1_315,ATP-dependent clp protease proteolytic subunit,PC_2890
NC_077067.1_693,ATP-dependent clp protease proteolytic subunit,PC_2890
NC_028094.1_421,"ATP-dependent Clp protease, proteolytic subunit",PC_2890
NC_075036.1_144,tRNA 2'-phosphotransferase/Ap4A hydrolase,PC_2891
NC_077067.1_1353,NUDIX hydrolase,PC_2891
NC_075038.1_751,NUDIX hydrolase,PC_2891
NC_075039.1_789,NUDIX hydrolase,PC_2891
NC_075036.1_159,cyclophilin ABH-like protein,PC_2892
NC_077221.1_1100,cyclophilin ABH-like protein,PC_2892
NC_024697.1_80,putative cyclophilin type peptydyl-prolyl cis-trans isomerase,PC_2892
NC_077067.1_724,cyclophilin-type peptidyl-prolyl cis-trans isomerase,PC_2892
NC_075036.1_193,putative DXD-containing glycosyltransferase,PC_2893
NC_077067.1_1124,bifunctional phosphorylcholine metabolism protein licd and glycosyltransferase domain,PC_2893
NC_077221.1_649,putative DXD-containing glycosyltransferase,PC_2893
NC_077067.1_1047,phosphorylcholine metabolism protein LicD,PC_2893
NC_075036.1_196,putative tRNA(Ile)lysidine synthase,PC_2894
NC_028094.1_131,tRNA-Ile-lysidine synthase,PC_2894
NC_021312.1_430,tRNA-Ile-lysidine synthetase,PC_2894
NC_014637.1_69,putative 3'-5' exonuclease/tRNA(Ile) lysidine synthetase,PC_2894
NC_075036.1_201,hypothetical protein,PC_2895
NC_075036.1_652,hypothetical protein,PC_2895
NC_075036.1_851,hypothetical protein,PC_2895
NC_075036.1_886,hypothetical protein,PC_2895
NC_075036.1_268,soluble N-ethylmaleimide-sensitive factor (NSF) attachment protein,PC_2896
NC_002188.1_33,alpha-SNAP,PC_2896
NC_036582.1_34,alpha-SNAP,PC_2896
NC_024446.1_47,putative SNAP,PC_2896
NC_075036.1_323,hypothetical protein,PC_2897
NC_028094.1_495,hypothetical protein,PC_2897
NC_075546.1_146,hypothetical protein,PC_2897
NC_043254.1_8,hypothetical protein,PC_2897
NC_075036.1_345,hypothetical protein,PC_2898
NC_075038.1_677,hypothetical protein,PC_2898
NC_077067.1_1413,DUF2263 protein,PC_2898
NC_075036.1_346,hypothetical protein,PC_2898
NC_077067.1_1266,DUF2263 protein,PC_2899
NC_075038.1_31,hypothetical protein,PC_2899
NC_075039.1_32,hypothetical protein,PC_2899
NC_036594.1_287,TIGR02452 family protein (DUF2263),PC_2899
NC_021312.1_186,hypothetical protein,PC_2900
NC_028104.1_47,hypothetical protein,PC_2900
NC_075546.1_179,hypothetical protein,PC_2900
NC_028094.1_115,hypothetical protein,PC_2900
NC_075036.1_469,hypothetical protein,PC_2901
NC_077067.1_517,hypothetical protein,PC_2901
NC_077221.1_639,hypothetical protein,PC_2901
NC_075136.1_149,hypothetical protein,PC_2901
NC_075036.1_532,hypothetical protein,PC_2902
NC_014637.1_355,hypothetical protein,PC_2902
NC_075546.1_10,hypothetical protein,PC_2902
NC_021312.1_7,hypothetical protein,PC_2902
NC_075036.1_572,hypothetical protein,PC_2903
NC_075036.1_577,hypothetical protein,PC_2903
NC_075036.1_742,hypothetical protein,PC_2903
NC_075036.1_697,hypothetical protein,PC_2903
NC_075036.1_633,hypothetical protein,PC_2904
NC_077067.1_355,hypothetical protein,PC_2904
NC_075039.1_499,putative orfan,PC_2904
NC_075038.1_472,hypothetical protein,PC_2904
NC_075036.1_641,ABC transporter protein,PC_2905
NC_075039.1_448,ATP binding cassette sub family F,PC_2905
NC_075038.1_421,ATP binding cassette sub family F,PC_2905
NC_077067.1_827,ABC transporter,PC_2905
NC_075036.1_665,phosphoribosylpyrophosphate synthetase,PC_2906
NC_077067.1_1172,ribose-phosphate pyrophosphokinase,PC_2906
NC_075038.1_1242,DEHA2D17908p,PC_2906
NC_075039.1_1370,putative phosphoribosyl pyrophosphate synthetase,PC_2906
NC_075036.1_699,tubulin-tyrosine ligase,PC_2907
NC_077067.1_388,tubulin-tyrosine ligase/tubulin polyglutamylase,PC_2907
NC_077221.1_323,tubulin-tyrosine ligase,PC_2907
NC_077077.1_50,hypothetical protein,PC_2907
NC_075036.1_748,DEXDc helicase,PC_2908
NC_077067.1_159,helicase,PC_2908
NC_075038.1_1253,hypothetical protein,PC_2908
NC_075039.1_1381,hypothetical protein,PC_2908
NC_075036.1_1179,DEXDc helicase-primase,PC_2909
NC_075036.1_1008,DEXDc helicase-primase,PC_2909
NC_075036.1_1154,DEXDc helicase-primase,PC_2909
NC_075036.1_1180,putative primase-polymerase,PC_2909
NC_075036.1_786,putative rrp44-like exonuclease,PC_2910
NC_077221.1_870,putative rrp44-like exonuclease,PC_2910
NC_024697.1_88,putative exoribonuclease,PC_2910
NC_036594.1_690,nuclease,PC_2910
NC_075036.1_1010,N-6 DNA methylase,PC_2911
NC_014637.1_393,"putative type I restriction modification enzyme, M and S domains",PC_2911
NC_014637.1_531,"putative type I restriction modification enzyme, M and S domains",PC_2911
NC_014637.1_15,putative DNA N6-adenine methyltransferase,PC_2911
NC_075039.1_1052,hypothetical protein,PC_2912
NC_075038.1_1040,hypothetical protein,PC_2912
NC_075038.1_995,hypothetical protein,PC_2912
NC_075038.1_993,hypothetical protein,PC_2912
NC_075037.1_73,hypothetical protein,PC_2913
NC_016072.1_1150,hypothetical protein,PC_2913
NC_020104.1_961,Zn-finger protein,PC_2913
NC_023639.1_1003,Zn-finger protein,PC_2913
NC_075037.1_92,hypothetical protein,PC_2914
NC_075367.1_30,hypothetical protein,PC_2914
NC_075368.1_897,hypothetical protein,PC_2914
NC_020104.1_933,hypothetical protein,PC_2914
NC_075368.1_148,FNIP repeat protein,PC_2915
NC_075037.1_871,repeat-containing protein,PC_2915
NC_075367.1_124,F-box and FNIP repeat-containing protein,PC_2915
NC_020104.1_120,FNIP repeat-containing protein,PC_2915
NC_043235.1_68,SAM-dependent methyltransferase,PC_2916
NC_009898.1_72,hypothetical protein,PC_2916
NC_009899.1_65,hypothetical protein,PC_2916
NC_009899.1_66,SAM-dependent methyltransferase,PC_2916
NC_075037.1_353,hypothetical protein,PC_2917
NC_075368.1_644,hypothetical protein,PC_2917
NC_020104.1_650,hypothetical protein,PC_2917
NC_020104.1_651,hypothetical protein,PC_2917
NC_075037.1_361,hypothetical protein,PC_2918
NC_020104.1_642,methyltransferase,PC_2918
NC_075368.1_636,glycosyltransferase,PC_2918
NC_016072.1_672,methyltransferase,PC_2918
NC_075037.1_483,GTB-type domain-containing protein,PC_2919
NC_020104.1_528,Glycosyltransferase GTB-type domain-containing protein,PC_2919
NC_020104.1_527,Glycosyltransferase GTB-type domain-containing protein,PC_2919
NC_075037.1_484,GTB-type domain-containing protein,PC_2919
NC_075037.1_759,hypothetical protein,PC_2920
NC_020104.1_234,hypothetical protein,PC_2920
NC_075038.1_1229,hypothetical protein,PC_2920
NC_075039.1_1357,hypothetical protein,PC_2920
NC_075039.1_838,putative orfan,PC_2921
NC_075038.1_804,hypothetical protein,PC_2921
NC_077067.1_1482,putative orfan,PC_2921
NC_077067.1_1392,hypothetical protein,PC_2921
NC_075038.1_23,nucleic acid-binding protein,PC_2922
NC_075039.1_25,nucleic acid-binding protein,PC_2922
NC_075136.1_57,translation initiation factor 1A,PC_2922
NC_077221.1_76,nucleic acid-binding protein,PC_2922
NC_075038.1_141,cytidyltransferaserelated domain containing protein,PC_2923
NC_075039.1_152,cytidylyltransferase,PC_2923
NC_077067.1_975,CDP-alcohol phosphatidyltransferase,PC_2923
NC_077221.1_595,CDP-alcohol phosphatidyltransferase,PC_2923
NC_075038.1_149,putative ORFan,PC_2924
NC_075039.1_161,putative orfan,PC_2924
NC_075039.1_162,putative orfan,PC_2924
NC_075038.1_150,putative ORFan,PC_2924
NC_075038.1_259,putative ORFan,PC_2925
NC_075039.1_279,putative orfan,PC_2925
NC_075039.1_277,putative orfan,PC_2925
NC_075039.1_278,putative orfan,PC_2925
NC_075038.1_370,transposase,PC_2926
NC_077221.1_1335,transposase,PC_2926
NC_021312.1_220,transposase,PC_2926
NC_021312.1_141,transposase,PC_2926
NC_075038.1_392,hypothetical protein,PC_2927
NC_075039.1_416,hypothetical protein,PC_2927
NC_077067.1_145,U-box domain-containing protein,PC_2927
NC_077067.1_144,hypothetical protein,PC_2927
NC_075038.1_432,Serine tRNA-synthetase,PC_2928
NC_075039.1_459,serine-tRNA synthetase,PC_2928
NC_036594.1_713,"Serine-tRNA synthetase, type1",PC_2928
NC_077067.1_257,seryl-tRNA synthetase type 1,PC_2928
NC_075038.1_516,putative ORFan,PC_2929
NC_075039.1_544,putative orfan,PC_2929
NC_075039.1_554,putative orfan,PC_2929
NC_075038.1_525,putative ORFan,PC_2929
NC_075038.1_535,histidine tRNA synthetase,PC_2930
NC_075039.1_564,histidine--tRNA synthetase,PC_2930
NC_077067.1_296,histidyl-tRNA synthetase,PC_2930
NC_036594.1_925,Histidine-tRNA synthetase,PC_2930
NC_075038.1_564,putative ORFan,PC_2931
NC_075039.1_594,putative ORFan,PC_2931
NC_075039.1_595,putative orfan,PC_2931
NC_075039.1_593,putative orfan,PC_2931
NC_075038.1_650,hypothetical protein,PC_2932
NC_075039.1_691,hypothetical protein,PC_2932
NC_075038.1_671,hypothetical protein,PC_2932
NC_075039.1_712,hypothetical protein,PC_2932
NC_075038.1_653,hypothetical protein,PC_2933
NC_075039.1_695,glyoxalase,PC_2933
NC_075038.1_680,glyoxalase,PC_2933
NC_075039.1_719,glyoxalase,PC_2933
NC_075038.1_656,cyclopropane fatty acyl phospholipid synthase,PC_2934
NC_075039.1_698,cyclopropane-fatty-acyl-phospholipid synthase,PC_2934
NC_036594.1_1098,Cyclopropane-fatty-acyl-phospholipid synthase,PC_2934
NC_077221.1_1224,Cyclopropane-fatty-acyl-phospholipid synthase,PC_2934
NC_075038.1_706,hypothetical protein,PC_2935
NC_075039.1_745,hypothetical protein,PC_2935
NC_036594.1_1312,"Cys/Met metabolism, pyridoxal phosphate-dependent enzyme",PC_2935
NC_036594.1_220,"Cys/Met metabolism, pyridoxal phosphate-dependent enzyme",PC_2935
NC_002687.1_73,EsV-1-65,PC_2936
NC_011183.1_131,putative hybrid sensor histdine kinase,PC_2936
NC_043257.1_2,FirrV-1-F1,PC_2936
NC_002687.1_201,EsV-1-186,PC_2936
NC_075038.1_781,thioredoxin reductase,PC_2937
NC_075039.1_816,thioredoxin-disulfide reductase,PC_2937
NC_077067.1_778,thioredoxin-disulfide reductase,PC_2937
NC_036594.1_994,ribonucleotide reductase large subunit,PC_2937
NC_075038.1_1016,hypothetical protein,PC_2938
NC_075039.1_1088,hypothetical protein,PC_2938
NC_075368.1_216,hypothetical protein,PC_2938
NC_020104.1_194,hypothetical protein,PC_2938
NC_075038.1_1030,putative ORFan,PC_2939
NC_075039.1_1156,putative orfan,PC_2939
NC_075038.1_1031,putative ORFan,PC_2939
NC_075039.1_1155,putative orfan,PC_2939
NC_075038.1_1065,putative ORFan,PC_2940
NC_075039.1_1199,putative orfan,PC_2940
NC_075038.1_1161,putative ORFan,PC_2940
NC_075039.1_1290,putative orfan,PC_2940
NC_075038.1_1106,protein-tyrosine phosphatase 1,PC_2941
NC_075039.1_1240,hypothetical protein,PC_2941
NC_077067.1_19,protein-tyrosine phosphatase,PC_2941
NC_077067.1_821,protein-tyrosine phosphatase,PC_2941
NC_075038.1_1221,hypothetical protein,PC_2942
NC_075039.1_1349,polysaccharide deacetylase,PC_2942
NC_036594.1_598,Polysaccharide deacetylase,PC_2942
NC_077067.1_56,polysaccharide deacetylase,PC_2942
NC_075038.1_1252,glycyl tRNA-synthetase,PC_2943
NC_075039.1_1380,glycyl-tRNA synthetase,PC_2943
NC_077067.1_812,class II glycyl-tRNA synthetase,PC_2943
NC_036594.1_256,Glycyl-tRNA synthetase,PC_2943
NC_075038.1_1257,tyrosine-tRNA synthetase,PC_2944
NC_075039.1_1386,tyrosine-tRNA synthetase,PC_2944
NC_077067.1_527,tyrosyl-tRNA synthetase,PC_2944
NC_036594.1_950,"Tyrosine-tRNA synthetase, cytoplasmic",PC_2944
NC_003494.1_20,ORF022L,PC_2945
NC_027778.1_72,ORF_067R,PC_2945
NC_003494.1_14,ORF014R,PC_2945
NC_003494.1_97,ORF117R,PC_2945
NC_075136.1_10,hypothetical protein,PC_2946
NC_075136.1_11,hypothetical protein,PC_2946
NC_075136.1_13,hypothetical protein,PC_2946
NC_075136.1_21,hypothetical protein,PC_2946
NC_075136.1_440,hypothetical protein,PC_2947
NC_028094.1_362,repeat containing protein,PC_2947
NC_075546.1_258,hypothetical protein,PC_2947
NC_021312.1_265,hypothetical protein,PC_2947
NC_075538.1_25,hypothetical protein,PC_2948
NC_030842.1_27,hypothetical protein,PC_2948
NC_030394.2_29,hypothetical protein,PC_2948
NC_028461.1_27,hypothetical protein,PC_2948
NC_075538.1_35,hypothetical protein,PC_2949
NC_039034.1_39,hypothetical protein,PC_2949
NC_028461.1_38,hypothetical protein,PC_2949
NC_017940.1_41,hypothetical protein,PC_2949
NC_075538.1_36,hypothetical protein,PC_2950
NC_028461.1_39,hypothetical protein,PC_2950
NC_039034.1_40,hypothetical protein,PC_2950
NC_017940.1_42,hypothetical protein,PC_2950
NC_075538.1_39,hypothetical protein,PC_2951
NC_030394.2_45,hypothetical protein,PC_2951
NC_030842.1_41,hypothetical protein,PC_2951
NC_017940.1_45,hypothetical protein,PC_2951
NC_001824.1_34,Myristylated membrane protein A,PC_2952
NC_055603.1_112,myristylated membrane protein A,PC_2952
NC_005902.1_109,hypothetical protein,PC_2952
NC_033423.1_104,hypothetical protein,PC_2952
NC_075538.1_49,hypothetical protein,PC_2953
NC_028461.1_50,hypothetical protein,PC_2953
NC_017940.1_52,hypothetical protein,PC_2953
NC_030394.2_56,hypothetical protein,PC_2953
NC_075538.1_81,integrase-like protein,PC_2954
NC_030842.1_81,putative integrase-like protein,PC_2954
NC_028461.1_85,putative integrase-like protein,PC_2954
NC_017940.1_90,hypothetical protein,PC_2954
NC_075546.1_4,hypothetical protein,PC_2955
NC_032001.1_18,hypothetical protein,PC_2955
NC_043235.1_32,hypothetical protein,PC_2955
NC_009898.1_35,hypothetical protein,PC_2955
NC_021312.1_56,baseplate wedge subunit,PC_2956
NC_075546.1_63,baseplate wedge subunit,PC_2956
NC_021312.1_43,baseplate wedge subunit,PC_2956
NC_021312.1_42,filamentous hemagglutinin family outer membrane protein,PC_2956
NC_075546.1_39,hypothetical protein,PC_2957
NC_021312.1_50,hypothetical protein,PC_2957
NC_028094.1_84,hypothetical protein,PC_2957
NC_028104.1_89,hypothetical protein,PC_2957
NC_075546.1_43,hypothetical protein,PC_2958
NC_021312.1_97,hypothetical protein,PC_2958
NC_028094.1_78,hypothetical protein,PC_2958
NC_028104.1_95,hypothetical protein,PC_2958
NC_075546.1_57,hypothetical protein,PC_2959
NC_021312.1_104,hypothetical protein,PC_2959
NC_028094.1_81,hypothetical protein,PC_2959
NC_077221.1_680,hypothetical protein,PC_2959
NC_075546.1_68,hypothetical protein,PC_2960
NC_021312.1_60,hypothetical protein,PC_2960
NC_028104.1_30,hypothetical protein,PC_2960
NC_028094.1_125,hypothetical protein,PC_2960
NC_075546.1_75,hypothetical protein,PC_2961
NC_021312.1_75,hypothetical protein,PC_2961
NC_028104.1_75,hypothetical protein,PC_2961
NC_028094.1_93,putative phosphoinositide-specific phospholipase C-beta2,PC_2961
NC_075546.1_81,hypothetical protein,PC_2962
NC_077221.1_472,hypothetical protein,PC_2962
NC_021312.1_54,hypothetical protein,PC_2962
NC_028094.1_207,hypothetical protein,PC_2962
NC_028093.1_214,hypothetical protein,PC_2963
NC_014766.1_225,hypothetical protein,PC_2963
NC_020852.1_41,cytochrome b2,PC_2963
NC_028091.1_235,hypothetical protein,PC_2963
NC_075546.1_144,von Willebrand factor type A domain-containing protein,PC_2964
NC_021312.1_155,von Willebrand factor type A domain-containing protein,PC_2964
